# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
414.521,-2.34375,14.0625,714,12.5,0.9998205,15.686275,0
414.666,-2.34375,14.0625,715.25,13,1.000583,15.294118,0
414.833,-2.34375,14.0625,715.25,13,1.000583,15.294118,0
414.977,-2.34375,14.0625,709.25,11.5,0.9981735,15.686275,0
415.144,-2.34375,14.0625,712.5,11.5,0.9983565,15.686275,0
415.249,-2.34375,14.0625,708.75,12,0.9954895,15.686275,0
415.463,-2.34375,14.0625,707.5,12,0.996801,15.686275,0
415.581,-2.34375,14.0625,708.25,11.5,0.9996375,15.686275,0
415.764,-2.34375,14.0625,708,12,0.9998815,15.686275,0
415.948,-2.34375,14.0625,712.25,12,0.997716,15.686275,0
416.082,-1.5625,14.0625,712,11,0.9994545,15.686275,0
416.259,-1.5625,14.0625,708.25,11.5,1.004182,15.686275,0
416.461,-1.5625,14.0625,708.25,11.5,1.004182,15.686275,0
416.630,-1.5625,14.0625,709.5,12,1.0054325,15.686275,0
416.779,-1.5625,14.0625,710,11.5,1.0041515,15.686275,0
416.910,-1.5625,14.0625,713,11,1.0049444,15.686275,0
417.036,7.8125,4.6875,727,11,1.000095,15.686275,0
417.160,7.03125,4.6875,755.25,26.5,0.9988445,16.470589,0
417.290,7.03125,4.6875,766.75,16,0.9984785,17.647058,0
417.501,7.03125,4.6875,784.75,16,0.999241,19.215687,0
417.615,7.03125,4.6875,811.5,12,0.999058,20,0
417.809,7.8125,4.6875,820.5,15,1.0026265,19.215687,0
417.907,7.8125,4.6875,818.25,20.5,1.0053715,18.82353,0
418.098,8.59375,4.6875,829.5,17.5,1.0041515,18.431372,0
418.235,7.8125,4.6875,833.25,20.5,0.9980515,17.647058,0
418.419,7.03125,4.6875,836.5,24,0.991738,16.470589,0
418.540,7.03125,4.6875,836.75,26,0.982405,16.078432,0
418.699,5.46875,4.6875,833.75,32,0.977037,15.686275,0
418.841,5.46875,4.6875,828.75,30,0.9716385,15.294118,0
419.029,5.46875,4.6875,829.25,27,0.96807,15.294118,0
419.150,4.6875,4.6875,831.25,30.5,0.9685275,14.90196,0
419.369,4.6875,4.6875,831.25,32,0.966911,14.509804,0
419.554,4.6875,4.6875,830.25,35,0.9704185,14.117647,0
419.667,4.6875,4.6875,834.5,34.5,0.9718825,14.117647,0
419.838,5.46875,4.6875,833.75,36,0.974353,13.725491,0
419.985,4.6875,4.6875,831.25,36,0.97905,13.725491,0
420.145,5.46875,4.6875,830.5,36,0.9821915,13.725491,0
420.279,4.6875,4.6875,828.25,36,0.9845095,13.725491,0
420.467,4.6875,4.6875,819.5,35.5,0.98576,13.725491,0
420.632,4.6875,4.6875,823.75,35,0.983686,13.725491,0
420.796,4.6875,4.6875,828,34.5,0.9862175,13.725491,0
420.967,3.90625,4.6875,827.75,35.5,0.9864005,13.725491,0
421.140,3.90625,4.6875,827.75,35.5,0.9864005,13.725491,0
421.268,3.90625,4.6875,829.75,36,0.9838995,13.725491,0
421.508,3.90625,4.6875,829.75,35.5,0.9832285,13.725491,0
421.650,3.90625,4.6875,830.75,36,0.979111,13.725491,0
421.821,3.125,4.6875,830.25,36,0.9798125,13.725491,0
422.000,3.125,4.6875,825.75,35.5,0.9770675,13.725491,0
422.128,3.125,4.6875,826.75,35.5,0.977159,13.725491,0
422.280,2.34375,4.6875,827,35.5,0.9747495,13.725491,0
422.445,2.34375,4.6875,827,35.5,0.9756645,13.725491,0
422.650,2.34375,4.6875,824.5,35,0.973316,13.725491,0
422.746,2.34375,4.6875,825.75,35.5,0.9770065,13.725491,0
422.927,2.34375,4.6875,823.75,35.5,0.978135,13.725491,0
423.076,2.34375,4.6875,824.5,35,0.978013,13.725491,0
423.219,1.5625,4.6875,827.75,35,0.9783485,13.725491,0
423.424,1.5625,4.6875,823.25,35,0.976915,13.725491,0
423.532,1.5625,4.6875,827.25,35,0.9774335,13.725491,0
423.639,0.78125,4.6875,825.5,35,0.9788365,13.725491,0
423.771,1.5625,4.6875,825.25,35,0.9809105,13.725491,0
423.920,1.5625,4.6875,825.5,35,0.9823745,13.725491,0
424.118,0.78125,4.6875,824,35,0.9809715,13.725491,0
424.251,0.78125,4.6875,824,35,0.9809715,13.725491,0
424.483,0.78125,4.6875,824.75,35,0.9835945,13.725491,0
424.708,0.78125,4.6875,818.75,34.5,0.985455,14.117647,0
424.880,0.78125,4.6875,827.25,35,0.986065,14.117647,0
425.066,0.78125,4.6875,824.25,34.5,0.983442,14.117647,0
425.224,1.5625,4.6875,826.25,34.5,0.986553,14.117647,0
425.390,0.78125,4.6875,826,35,0.989054,14.117647,0
425.527,0.78125,4.6875,826.75,35,0.9892675,14.117647,0
425.723,0.78125,4.6875,826.75,35,0.9898165,14.117647,0
425.932,0,4.6875,829.25,35.5,0.9916465,13.725491,0
426.126,0,4.6875,829.25,35.5,0.9916465,13.725491,0
426.290,0.78125,4.6875,827.5,35.5,0.9907925,13.725491,0
426.496,0.78125,4.6875,825.75,35.5,0.991433,13.725491,0
426.631,0,4.6875,823.25,35,0.9905485,13.725491,0
426.795,0,4.6875,823,35,0.9907925,13.725491,0
426.929,0,4.6875,824.25,35,0.992775,13.725491,0
427.095,0,4.6875,824,35,0.992775,13.725491,0
427.221,0,4.6875,823,35,0.9934765,13.725491,0
427.413,0,4.6875,823,35,0.993385,13.725491,0
427.550,0,4.6875,830.5,35,0.994788,14.117647,0
427.695,0,4.6875,842.75,33.5,0.992592,15.686275,0
427.821,0,4.6875,860.25,38,0.9937205,15.686275,0
427.971,0.78125,4.6875,880.75,38,0.9964655,15.686275,0
428.082,0.78125,4.6875,892.5,31,1.002108,15.686275,0
428.254,0.78125,4.6875,892.25,36.5,1.00406,14.90196,0
428.422,1.5625,4.6875,895,39.5,1.010343,14.509804,0
428.600,1.5625,4.6875,898.5,37,1.0104345,14.117647,0
428.732,0.78125,4.6875,898.75,36.5,1.0054325,13.333333,0
428.905,0.78125,4.6875,898.25,39.5,0.9999425,12.941176,0
429.067,0.78125,4.6875,887,41.5,0.9993325,12.941176,0
429.236,0.78125,4.6875,887,41.5,0.999851,12.941176,0
429.439,0.78125,4.6875,883.25,41,0.9970145,12.941176,0
429.739,0,4.6875,884.75,41,0.995703,12.941176,0
430.070,0.78125,4.6875,881.5,41,0.9979295,12.941176,0
430.207,-8.59375,14.0625,798.5,13,1.0040905,13.725491,0
430.421,-7.8125,14.0625,786.75,13.5,1.00589,14.117647,0
430.632,-7.8125,14.0625,796.5,11.5,1.0169615,14.117647,0
430.834,-6.25,14.0625,782.25,10.5,1.0282465,14.117647,0
431.020,-4.6875,14.0625,768,10,1.034499,13.725491,0
431.247,-5.46875,14.0625,761.25,10.5,1.0332485,13.333333,0
431.386,-5.46875,14.0625,757.75,13.5,1.0318455,12.941176,0
431.671,-4.6875,14.0625,746.5,15,1.0264165,12.941176,0
431.890,-5.46875,14.0625,746.5,15,1.0264165,12.941176,0
432.166,-6.25,14.0625,737.25,15,1.0203165,12.941176,0
432.373,-7.03125,14.0625,741.5,30,1.0096415,12.941176,0
432.737,-7.03125,14.0625,722,26,1.0066525,12.941176,0
432.970,-6.25,14.0625,715.25,26,0.993507,13.725491,0
433.206,-7.03125,14.0625,715.25,26,0.993507,13.725491,0
433.492,-7.03125,14.0625,712.5,23,0.993202,13.725491,0
433.750,-6.25,14.0625,702.75,17.5,0.994971,14.117647,0
433.991,-6.25,14.0625,700,22,0.9948795,14.117647,0
434.281,-6.25,14.0625,702.5,19,0.9990885,14.509804,0
434.592,-4.6875,14.0625,706.75,17,1.0093365,14.509804,0
434.947,-4.6875,14.0625,706.75,16,1.016809,14.90196,0
435.205,-3.90625,14.0625,714.25,14,1.0245866,15.294118,0
435.458,-3.90625,14.0625,710.75,14.5,1.027972,15.294118,0
435.647,-3.125,14.0625,710.75,14.5,1.027972,15.294118,0
435.957,-3.125,14.0625,718.25,13,1.028216,15.294118,0
436.248,-3.125,14.0625,708,15,1.0287344,15.294118,0
436.512,-3.125,14.0625,706,14,1.02114,15.686275,0
436.741,-2.34375,14.0625,714,11,1.017236,15.686275,0
437.026,-3.125,14.0625,709.5,10.5,1.0150095,15.686275,0
437.300,-2.34375,14.0625,709.5,10.5,1.0150095,15.686275,0
437.593,-2.34375,14.0625,722.25,10,1.0155585,15.686275,0
437.843,-1.5625,14.0625,719,12.5,1.020835,15.686275,0
438.062,-1.5625,14.0625,715.25,11.5,1.021018,15.686275,0
438.312,-2.34375,14.0625,722.25,10.5,1.016443,16.078432,0
438.580,-2.34375,14.0625,720.5,9.5,1.0127525,16.078432,0
438.845,-1.5625,14.0625,719.5,9.5,1.0087875,16.078432,0
439.130,-0.78125,14.0625,720.25,10.5,1.0080554,16.078432,0
439.396,-0.78125,14.0625,716,11.5,1.0117155,15.686275,0
439.944,-0.78125,14.0625,716,11.5,1.0117155,15.686275,0
440.219,-1.5625,14.0625,717,10.5,1.010587,15.686275,0
440.467,-1.5625,14.0625,709.25,12,1.004243,15.294118,0
440.701,-1.5625,14.0625,710.75,12,1.002413,15.686275,0
440.945,-0.78125,14.0625,712.75,10.5,1.002352,15.294118,0
441.283,-0.78125,14.0625,715.5,11.5,1.005768,15.294118,0
441.552,-1.5625,14.0625,713.25,12.5,0.9991495,15.294118,0
441.801,-1.5625,14.0625,707.5,14,0.999607,15.294118,0
442.061,-1.5625,14.0625,703.5,14.5,0.999607,15.294118,0
442.347,-1.5625,14.0625,703.5,14.5,0.998021,15.294118,0
442.642,-1.5625,14.0625,711.5,13,0.996313,15.686275,0
442.863,-1.5625,14.0625,711.5,13,0.996313,15.686275,0
443.116,-0.78125,14.0625,709.75,13,0.9970145,15.686275,0
443.396,-0.78125,14.0625,715.75,11,0.9987835,15.686275,0
443.663,-0.78125,14.0625,707,10.5,0.9987835,15.686275,0
443.890,-0.78125,14.0625,714.25,11.5,1.0036635,15.686275,0
444.141,-0.78125,14.0625,716.5,11,1.002169,15.686275,0
444.332,-1.5625,14.0625,716.5,11,1.002169,15.686275,0
444.598,-0.78125,14.0625,715.5,11.5,0.998082,15.294118,0
444.883,-1.5625,14.0625,715.5,11.5,0.998082,15.294118,0
445.162,-1.5625,14.0625,716.75,11.5,0.9965875,15.294118,0
445.408,-1.5625,14.0625,710.25,11,0.9960385,15.294118,0
445.694,-1.5625,14.0625,713,12,0.9970145,15.294118,0
446.005,-1.5625,14.0625,709,11.5,0.996862,15.294118,0
446.370,-0.78125,14.0625,714.25,12,0.9983565,15.294118,0
446.900,-1.5625,14.0625,708.75,13,0.997411,15.294118,0
447.217,-1.5625,14.0625,708.75,13,0.997411,15.294118,0
447.527,-1.5625,14.0625,710,13,0.9958555,15.294118,0
447.747,-1.5625,14.0625,702.75,14,0.996984,15.294118,0
447.923,-1.5625,14.0625,702.75,14,0.996984,15.294118,0
448.227,-1.5625,14.0625,709.25,13,0.9981125,15.294118,0
448.488,-1.5625,14.0625,709.25,13,0.9981125,15.294118,0
448.748,-1.5625,14.0625,715,12.5,0.9995765,15.294118,0
449.044,-1.5625,14.0625,721.75,12.5,0.998265,15.294118,0
449.361,-1.5625,14.0625,721.75,12.5,0.998265,15.294118,0
449.591,-1.5625,14.0625,709.75,13,0.999058,15.294118,0
449.764,-1.5625,14.0625,709.75,13,0.999058,15.294118,0
450.018,-1.5625,14.0625,711.25,13,0.9978075,15.294118,0
450.252,-2.34375,14.0625,718,12.5,0.998509,15.294118,0
450.548,-1.5625,14.0625,706.5,13.5,0.9963435,15.294118,0
450.788,-1.5625,14.0625,706.5,13.5,0.9963435,15.294118,0
451.084,-1.5625,14.0625,716.25,12,0.998143,15.686275,0
451.407,-1.5625,14.0625,716.25,12,0.9984175,15.686275,0
451.662,-1.5625,14.0625,715,11,0.999607,15.686275,0
452.090,-1.5625,14.0625,717.25,12,1.0051885,15.686275,0
452.333,-1.5625,14.0625,714,11.5,1.000644,15.686275,0
452.593,-0.78125,14.0625,711.5,11,1.0021995,15.686275,0
452.783,-1.5625,14.0625,714.5,12,1.003999,15.686275,0
453.057,-0.78125,14.0625,711.75,12.5,1.003572,15.294118,0
453.311,-1.5625,14.0625,711,13.5,1.0014675,15.294118,0
453.524,-0.78125,14.0625,718.25,12.5,1.0020165,15.686275,0
453.798,-1.5625,14.0625,718.25,12.5,1.0020165,15.686275,0
454.073,-0.78125,14.0625,715.5,11,1.003877,15.686275,0
454.297,-1.5625,14.0625,715.5,11,1.003877,15.686275,0
454.660,-0.78125,14.0625,714.5,12,1.0026265,15.294118,0
454.956,-0.78125,14.0625,712.5,11,1.0023215,15.686275,0
455.242,-0.78125,14.0625,704.75,13.5,1.0047615,15.294118,0
455.545,-0.78125,14.0625,707.25,13.5,1.000705,15.294118,0
455.833,0,14.0625,707.25,13.5,1.000705,15.294118,0
456.145,-0.78125,14.0625,714.75,11.5,1.0054935,15.294118,0
456.458,-0.78125,14.0625,717.75,12,0.9986005,15.294118,0
456.668,-0.78125,14.0625,717.75,12,0.9986005,15.294118,0
456.928,-0.78125,14.0625,720.25,12.5,0.997228,15.294118,0
457.193,-1.5625,14.0625,712.75,13,0.9964655,15.294118,0
457.443,-1.5625,14.0625,708.25,14,0.9948795,15.294118,0
457.706,-1.5625,14.0625,708.75,13.5,0.9957335,15.294118,0
457.943,-0.78125,14.0625,707,13,0.9957335,15.294118,0
458.144,-0.78125,14.0625,707,13,0.9968925,15.294118,0
458.415,-0.78125,14.0625,705.5,12,1.0003695,15.294118,0
458.675,-0.78125,14.0625,714,12,1.002352,15.294118,0
458.966,-0.78125,14.0625,714,12,1.002352,15.294118,0
459.226,-0.78125,14.0625,710.25,13.5,1.0000035,15.294118,0
459.464,-0.78125,14.0625,710.25,13.5,1.0000035,15.294118,0
460.054,-1.5625,14.0625,708.25,12.5,0.998143,15.294118,0
460.353,-0.78125,14.0625,710.5,12.5,0.9952455,15.294118,0
460.588,-0.78125,14.0625,714.75,12.5,0.997167,15.294118,0
460.832,-1.5625,14.0625,715.5,12.5,0.9982345,15.294118,0
461.053,-1.5625,14.0625,710.25,13.5,0.9991495,15.294118,0
461.309,-1.5625,14.0625,715,12.5,0.9993325,15.294118,0
461.659,-1.5625,14.0625,716,14,0.998387,15.294118,0
461.948,-0.78125,14.0625,716,14,0.998387,15.294118,0
462.233,-0.78125,14.0625,709,13,0.998631,15.294118,0
462.462,-0.78125,14.0625,709,12,0.9991495,15.294118,0
462.686,-1.5625,14.0625,707,12.5,1.000461,15.294118,0
462.974,-0.78125,14.0625,711.5,14.5,0.9993935,15.294118,0
463.205,-0.78125,14.0625,711.5,14.5,1.0010405,15.294118,0
463.515,-0.78125,14.0625,706.25,14,0.999058,15.294118,0
463.794,-0.78125,14.0625,713.25,13,1.0006745,15.294118,0
464.054,-0.78125,14.0625,715.25,12.5,0.999119,15.294118,0
464.322,-1.5625,14.0625,715.25,12.5,0.997899,15.294118,0
464.653,-1.5625,14.0625,709.5,14,0.995459,15.294118,0
464.867,-0.78125,14.0625,709.5,14,0.995459,15.294118,0
465.165,-1.5625,14.0625,707.25,14.5,0.99674,15.294118,0
465.464,-1.5625,14.0625,709,13.5,0.999363,15.294118,0
465.732,-0.78125,14.0625,707,13,1.0013455,15.294118,0
465.968,-0.78125,14.0625,707,13,1.0013455,15.294118,0
466.217,-0.78125,14.0625,708.5,14,0.999241,15.294118,0
466.473,-0.78125,14.0625,707,13,1.001437,15.294118,0
466.803,-0.78125,14.0625,712,15.5,0.9996375,15.294118,0
467.044,-0.78125,14.0625,712,15.5,0.9996375,15.294118,0
467.397,-0.78125,14.0625,712,11.5,0.9992105,15.294118,0
467.632,-0.78125,14.0625,711.5,11.5,0.9992105,15.294118,0
467.992,-0.78125,14.0625,711.5,12.5,0.9986005,15.294118,0
468.286,-0.78125,14.0625,714,14.5,1.001986,14.90196,0
468.559,-0.78125,14.0625,714,14.5,1.001986,14.90196,0
468.807,-0.78125,14.0625,713.75,15.5,0.9988445,14.90196,0
469.099,-0.78125,14.0625,712.5,14.5,1.0005525,14.90196,0
469.440,-0.78125,14.0625,716,14.5,0.9983565,14.90196,0
469.709,-0.78125,14.0625,716,15,1.000278,14.90196,0
470.087,-0.78125,14.0625,718.5,13.5,0.998753,14.90196,0
470.344,-0.78125,14.0625,719.75,13,0.9979295,14.90196,0
470.620,-1.5625,14.0625,708,15.5,0.9979905,14.90196,0
470.870,-1.5625,14.0625,708,15.5,0.9965875,14.90196,0
471.095,-0.78125,14.0625,710.25,15,0.9968315,14.90196,0
471.344,-1.5625,14.0625,710.75,13.5,0.9973195,14.90196,0
471.600,-0.78125,14.0625,710.25,13.5,0.9951235,14.90196,0
471.895,-0.78125,14.0625,707.75,14,0.9962215,14.90196,0
472.225,-1.5625,14.0625,708.25,14.5,0.9969535,14.90196,0
472.549,-1.5625,14.0625,709.5,15,0.9987225,14.90196,0
472.805,-0.78125,14.0625,707.5,15,0.9981125,14.90196,0
473.128,-0.78125,14.0625,708.25,15,1.0016505,14.90196,0
473.406,-1.5625,14.0625,716.75,12.5,0.9988445,15.294118,0
473.644,-0.78125,14.0625,713,12,0.9988445,15.294118,0
473.907,-1.5625,14.0625,713,12,0.999363,15.294118,0
474.158,-0.78125,14.0625,707,14,1.0002475,14.90196,0
474.466,-1.5625,14.0625,713,15,1.0008575,14.90196,0
474.675,-0.78125,14.0625,714.75,14.5,0.9993935,14.90196,0
475.039,-0.78125,14.0625,709,14.5,1.000644,14.90196,0
475.266,-1.5625,14.0625,712.25,12.5,0.9986615,14.90196,0
475.573,-0.78125,14.0625,712.5,15.5,0.9971975,15.294118,0
475.875,-1.5625,14.0625,712.5,15.5,0.9971975,15.294118,0
476.411,-1.5625,14.0625,709,15,0.996313,16.078432,0
477.677,-1.5625,14.0625,703.5,13,0.9974415,16.862745,0
478.526,-1.5625,14.0625,722,7.5,1.014247,16.078432,0
478.773,-1.5625,14.0625,721.5,13,0.98637,14.509804,0
479.009,-0.78125,14.0625,715.5,15,0.9935985,14.509804,0
479.276,-1.5625,14.0625,715.5,15,0.9935985,14.509804,0
479.626,-1.5625,14.0625,711.75,16,0.995581,14.509804,0
479.859,-1.5625,14.0625,716.5,16.5,0.996008,14.117647,0
480.120,-1.5625,14.0625,714,16.5,0.9964655,14.117647,0
480.367,-1.5625,14.0625,716,16.5,0.9943305,14.117647,0
480.609,-2.34375,14.0625,706.75,19.5,0.9937205,14.117647,0
480.914,-2.34375,14.0625,705.75,20.5,0.992226,14.117647,0
481.189,-2.34375,14.0625,705.25,17.5,0.992409,14.90196,0
481.798,-1.5625,14.0625,732,-8.5,1.003267,28.62745,0
482.110,-7.03125,14.0625,721.75,3.5,0.9478485,23.529411,0
482.404,-5.46875,14.0625,703.25,6,0.9496785,20,0
482.651,3.125,4.6875,703.25,6,0.9496785,20,0
482.889,5.46875,4.6875,755,11.5,0.9838995,29.019608,0
483.122,6.25,4.6875,755,11.5,0.9838995,29.019608,0
483.496,-7.8125,14.0625,843.5,-18,0.9505325,32.941177,0
483.675,-5.46875,14.0625,799.25,0.5,0.9715165,28.235294,0
483.936,-6.25,14.0625,799.25,0.5,0.9715165,28.235294,0
484.227,-7.03125,14.0625,810.25,0,0.986431,25.09804,0
484.573,-5.46875,14.0625,793.5,0,0.9947575,21.960785,0
484.998,-4.6875,14.0625,765,4,1.006622,18.431372,0
485.223,-3.125,14.0625,742.5,12.5,1.0286125,15.294118,0
485.460,-3.125,14.0625,749.5,12,1.044381,14.90196,0
485.705,-2.34375,14.0625,749.5,12,1.044381,14.90196,0
486.001,-2.34375,14.0625,737.5,12,1.033035,14.509804,0
486.266,-2.34375,14.0625,737.5,12,1.033035,14.509804,0
486.522,-3.125,14.0625,729.75,14.5,1.0260504,13.725491,0
486.820,-3.125,14.0625,716,19.5,1.014247,13.725491,0
487.110,-3.90625,14.0625,708.5,20.5,0.996191,13.333333,0
487.451,-3.90625,14.0625,708.5,20.5,0.996191,13.333333,0
487.925,-2.34375,14.0625,695.5,25,0.9986005,13.333333,0
488.133,-1.5625,14.0625,704.25,22,1.0230005,13.725491,0
488.360,-0.78125,14.0625,713.25,21.5,1.026935,13.725491,0
488.633,-0.78125,14.0625,715.75,18,1.0271485,14.117647,0
488.871,-0.78125,14.0625,714.5,19,1.0281245,14.117647,0
489.172,-0.78125,14.0625,718,17,1.0216585,14.117647,0
489.450,-0.78125,14.0625,718,17,1.0216585,14.117647,0
489.951,-0.78125,14.0625,720.5,17.5,1.0176935,14.117647,0
490.434,-0.78125,14.0625,714.25,19,1.01321,14.117647,0
490.936,-0.78125,14.0625,711.75,18.5,1.0077505,14.117647,0
492.273,0,14.0625,711.75,18.5,1.0077505,14.117647,0
492.985,0.78125,14.0625,711,19,1.0047005,14.117647,0
493.230,0.78125,14.0625,709.25,18,1.020896,14.509804,0
493.531,0.78125,14.0625,719.25,18,1.022543,14.117647,0
493.769,1.5625,14.0625,719.25,17.5,1.017297,13.725491,0
494.032,1.5625,14.0625,719.75,19,1.013637,13.333333,0
494.306,1.5625,14.0625,719.75,19,1.013637,13.333333,0
494.555,1.5625,14.0625,718,20,1.012356,13.333333,0
494.914,2.34375,14.0625,714.25,22,1.0072016,13.333333,0
495.203,10.9375,4.6875,714.25,22,1.0072016,13.333333,0
495.444,2.34375,4.6875,718,10,1.005524,13.725491,0
495.665,3.90625,14.0625,794.25,-9,1.0007966,32.54902,0
495.942,10.15625,14.0625,794.25,-9,1.0007966,32.54902,0
496.205,5.46875,4.6875,804,-18.5,0.9615735,28.235294,0
497.279,5.46875,4.6875,817.75,16,0.9374175,29.411764,0
497.859,-3.125,14.0625,791.5,16,0.974414,29.411764,0
498.983,6.25,4.6875,775.5,4.5,0.9903045,20.784313,0
500.005,-2.34375,14.0625,804.25,4.5,0.938729,20,0
500.267,-7.8125,14.0625,804.25,4.5,0.938729,20,0
500.729,-2.34375,14.0625,723.5,7,0.9413825,15.686275,0
501.015,11.71875,4.6875,723.5,7,0.9835335,15.294118,0
501.290,10.15625,4.6875,854.25,13.5,1.0721055,35.294117,0
501.522,1.5625,4.6875,1130,7.5,0.94977,43.52941,0
501.748,7.8125,4.6875,961.25,12,0.948367,31.764706,0
501.927,8.59375,4.6875,961.25,22,1.046638,34.117645,0
502.197,4.6875,4.6875,996.25,6.5,1.047553,37.2549,0
502.464,7.03125,4.6875,996.25,6.5,0.9989665,39.215687,0
502.775,9.375,4.6875,859.75,5,0.997533,41.568626,0
502.991,7.8125,4.6875,956.25,6,1.020896,40.39216,0
503.169,10.15625,4.6875,1022,8,1.034011,37.2549,0
503.536,9.375,4.6875,1131.25,19,1.0242815,30.980392,0
503.791,13.28125,4.6875,1243.75,31.5,1.0242815,28.235294,0
504.069,14.0625,4.6875,1376.25,34.5,1.03639,30.588236,0
504.289,11.71875,4.6875,1376.25,34.5,1.03639,30.588236,0
504.559,10.9375,4.6875,1576.25,32.5,0.974841,36.07843,0
504.849,10.15625,4.6875,1893.25,36,0.946659,36.47059,0
505.109,9.375,4.6875,1893.25,36,0.9574255,35.686275,0
505.368,0,4.6875,1956.25,11,0.942572,29.411764,0
505.573,0,4.6875,1956.25,11,0.942572,29.411764,0
505.943,0,4.6875,1561.75,23.5,1.533601,20.784313,0
506.135,0,4.6875,1258.75,27.5,1.1159035,29.80392,0
506.478,0,4.6875,1258.75,27.5,1.1159035,29.80392,0
506.696,-1.5625,4.6875,1346.5,30,0.893528,34.117645,0
506.915,0.78125,4.6875,1421.5,25.5,0.890844,35.686275,0
507.146,-1.5625,4.6875,1520.5,33.5,0.9826185,34.117645,0
507.373,0,4.6875,1546,26,0.9826185,34.117645,0
507.735,-0.78125,4.6875,1546,26,1.014918,30.588236,0
507.963,0,4.6875,1597.25,29,0.9934155,27.450981,0
508.198,3.90625,4.6875,1685.5,28.5,1.007598,27.843138,0
508.512,-0.78125,4.6875,1685.5,28.5,1.007598,27.843138,0
508.724,0.78125,4.6875,1712.25,22,0.978196,26.27451,0
508.978,0,14.0625,1712.25,18,0.979538,20.392157,0
509.239,0,14.0625,1577.5,12,0.9685275,14.90196,0
509.503,0,14.0625,985.25,10.5,1.271606,11.372549,0
509.777,0,14.0625,922.75,12.5,1.592954,10.588235,0
509.990,0,14.0625,922.75,12.5,1.592954,10.588235,0
510.246,0,14.0625,892.5,11.5,1.5044734,10.980392,0
510.544,0,14.0625,862.25,9.5,1.3466055,11.764706,0
510.746,0,14.0625,811.75,5.5,1.142042,12.156863,0
511.030,0,14.0625,794.75,10,0.9243635,12.156863,0
511.300,-6.25,14.0625,794.75,10,0.9243635,12.156863,0
511.559,-6.25,14.0625,797.25,9,0.8688535,12.54902,0
511.896,-11.71875,14.0625,799.5,9,0.838323,12.54902,0
512.116,-10.9375,14.0625,792.75,19,0.827953,12.54902,0
512.439,-10.15625,14.0625,792.75,19,0.827953,12.54902,0
513.146,-7.8125,14.0625,780.5,24.5,0.844606,12.54902,0
513.928,0,4.6875,787.5,21,0.8957545,12.54902,0
514.149,0,4.6875,656.75,9,0.956541,43.137257,-0.99807733
514.368,4.6875,4.6875,794,10.5,0.9859125,45.098038,-1.4980927
514.616,3.90625,4.6875,854.25,8.5,1.03456,45.490196,-1.4980927
514.857,3.125,4.6875,1040.5,10,1.022116,52.54902,-1.4980927
515.091,0.78125,4.6875,1040.5,10,1.022116,52.54902,-1.4980927
515.317,2.34375,4.6875,1116.25,9.5,0.942328,57.64706,-1.4980927
515.501,0.78125,4.6875,1354.5,15,0.9812155,55.686275,-1.4980927
515.758,1.5625,4.6875,1354.5,15,0.9812155,55.686275,-1.4980927
516.008,2.34375,4.6875,1463.75,11.5,0.995459,55.686275,-1.4980927
516.237,4.6875,4.6875,1577.75,18,1.005829,54.509804,-1.4980927
516.438,3.125,4.6875,1827.25,13.5,0.9884135,58.82353,-1.4980927
516.698,3.90625,4.6875,1827.25,13.5,0.9884135,58.82353,-1.4980927
516.931,5.46875,4.6875,1964,20,0.9809715,56.862743,-1.4980927
517.153,3.125,4.6875,2213.25,23,0.973865,57.2549,-1.3476974
517.354,2.34375,3.90625,2294.75,12.5,0.975512,54.117645,-1.0293283
517.603,1.5625,4.6875,2383,26.5,0.98271,41.568626,0
517.898,3.125,4.6875,2383,26.5,0.98271,41.568626,0
518.133,-0.78125,4.6875,2464.5,34.5,1.039196,36.47059,0
518.388,2.34375,4.6875,2592.5,26.5,0.987834,34.901962,0
518.625,3.125,4.6875,2592.5,26.5,0.987834,34.901962,0
518.829,-1.5625,4.6875,2651.25,24.5,1.0050055,31.764706,0
519.093,-3.125,4.6875,2645.5,31,0.9444325,18.82353,0
519.318,0,14.0625,2604.5,20.5,0.9917685,11.764706,0
519.579,0,4.6875,2604.5,20.5,0.9917685,11.764706,0
519.772,0,14.0625,2531,12.5,1.494927,12.941176,0
520.013,0,14.0625,2531,12.5,1.494927,12.941176,0
520.252,0,14.0625,2432.5,45,1.9988174,12.941176,0
520.529,0,14.0625,2432.5,45,1.9988174,12.941176,0
520.963,0,14.0625,2236.25,39.5,1.9988174,12.156863,0
521.833,0,14.0625,2236.25,39.5,1.9988174,12.156863,0
522.325,0,14.0625,1527,39.5,1.9988174,12.54902,0
